accX,accY,accZ,gyrX,gyrY,gyrZ
0.5322265625,-0.80322265625,-0.2197265625,8.60595703125,-36.80419921875,-1.28173828125
0.5322265625,-0.80908203125,-0.224609375,9.46044921875,-37.29248046875,-1.15966796875
0.5302734375,-0.697265625,-0.2294921875,10.6201171875,-37.41455078125,-0.9765625
0.52685546875,-0.70849609375,-0.234375,12.451171875,-38.0859375,-0.67138671875
0.5234375,-0.71875,-0.23193359375,13.5498046875,-37.65869140625,-0.6103515625
0.51513671875,-0.7333984375,-0.23291015625,31.25,-37.17041015625,-0.244140625
0.5126953125,-0.73876953125,-0.23046875,32.3486328125,-36.80419921875,15.625
0.5009765625,-0.74755859375,-0.23876953125,33.935546875,-35.94970703125,15.625
0.3662109375,-0.8798828125,-0.2451171875,35.58349609375,-34.0576171875,15.869140625
0.35791015625,-0.89208984375,-0.24951171875,36.865234375,-32.77587890625,16.2353515625
0.35986328125,-0.904296875,-0.384765625,38.9404296875,-15.2587890625,16.357421875
0.35302734375,-0.91357421875,-0.3916015625,24.59716796875,-13.73291015625,16.4794921875
0.34912109375,-0.931640625,-0.40380859375,26.55029296875,-11.1083984375,16.9677734375
0.34326171875,-0.8134765625,-0.41357421875,27.89306640625,-9.521484375,17.08984375
0.341796875,-0.82763671875,-0.42529296875,29.11376953125,-23.3154296875,17.27294921875
0.3330078125,-0.845703125,-0.4375,31.1279296875,-20.69091796875,17.333984375
0.32666015625,-0.85693359375,-0.32177734375,48.095703125,-18.798828125,17.4560546875
0.31982421875,-1.00390625,-0.33251953125,50.1708984375,-16.357421875,17.333984375
0.318359375,-1.02099609375,-0.34375,51.33056640625,0.67138671875,17.02880859375
0.31591796875,-1.03466796875,-0.34765625,52.6123046875,2.3193359375,17.02880859375
0.427734375,-1.05224609375,-0.36376953125,54.5654296875,4.33349609375,16.90673828125
0.4267578125,-0.9453125,-0.37353515625,40.283203125,5.0048828125,16.7236328125
0.41357421875,-0.9677734375,-0.50732421875,42.17529296875,5.92041015625,16.05224609375
0.4052734375,-0.98095703125,-0.51708984375,43.5791015625,6.2255859375,15.625
0.3974609375,-1.12744140625,-0.52978515625,45.5322265625,6.103515625,-0.42724609375
0.39306640625,-1.1416015625,-0.53662109375,62.68310546875,5.55419921875,-0.6103515625
0.39013671875,-1.15576171875,-0.5478515625,64.02587890625,4.69970703125,-1.15966796875
0.3798828125,-1.171875,-0.55859375,66.40625,2.62451171875,-1.52587890625
0.37939453125,-1.18017578125,-0.44482421875,67.93212890625,0.91552734375,-1.953125
0.244140625,-1.06298828125,-0.4609375,70.00732421875,-17.51708984375,-2.86865234375
0.244140625,-1.07275390625,-0.4599609375,55.96923828125,-19.59228515625,-3.173828125
0.24072265625,-1.0830078125,-0.466796875,57.55615234375,-21.97265625,-3.662109375
0.23193359375,-1.08935546875,-0.4658203125,60.11962890625,-9.58251953125,-4.39453125
0.22998046875,-1.10546875,-0.46826171875,61.767578125,-11.3525390625,-4.82177734375
0.22314453125,-1.12255859375,-0.4716796875,79.833984375,-14.34326171875,-5.37109375
0.21630859375,-1.255859375,-0.4814453125,81.54296875,-31.73828125,-5.615234375
0.2099609375,-1.26708984375,-0.49365234375,84.3505859375,-33.50830078125,-5.92041015625
0.208984375,-1.27783203125,-0.62890625,70.73974609375,-34.72900390625,-6.34765625
0.20654296875,-1.29248046875,-0.63525390625,72.6318359375,-35.58349609375,-6.591796875
0.20947265625,-1.30810546875,-0.64892578125,75.37841796875,-36.68212890625,-6.9580078125
0.21240234375,-1.1923828125,-0.66259765625,77.5146484375,-37.04833984375,-7.26318359375
0.2177734375,-1.21484375,-0.677734375,95.703125,-36.9873046875,-7.6904296875
0.22509765625,-1.23046875,-0.5654296875,97.71728515625,-36.9873046875,7.568359375
0.22802734375,-1.2470703125,-0.5771484375,99.7314453125,-36.80419921875,7.2021484375
0.23876953125,-1.38818359375,-0.599609375,87.158203125,-36.31591796875,6.34765625
0.2412109375,-1.400390625,-0.61376953125,88.9892578125,-36.19384765625,5.79833984375
0.244140625,-1.4150390625,-0.77001953125,91.9189453125,-36.43798828125,5.126953125
0.24609375,-1.419921875,-0.78662109375,109.619140625,-36.56005859375,4.5166015625
0.2490234375,-1.4326171875,-0.8095703125,112.3046875,-37.29248046875,3.47900390625
0.375,-1.4375,-0.70458984375,114.31884765625,-38.14697265625,2.9296875
0.38134765625,-1.318359375,-0.72119140625,116.0888671875,-38.9404296875,2.01416015625
0.38916015625,-1.33251953125,-0.7431640625,103.45458984375,-25.69580078125,1.3427734375
0.3935546875,-1.33740234375,-0.8876953125,105.46875,-27.4658203125,0.732421875
0.396484375,-1.345703125,-0.9140625,108.2763671875,-29.9072265625,-15.93017578125
0.39697265625,-1.3544921875,-0.93505859375,125.79345703125,-47.607421875,-16.6015625
0.39892578125,-1.357421875,-0.8330078125,127.74658203125,-49.98779296875,-17.39501953125
0.3955078125,-1.37353515625,-0.85888671875,130.43212890625,-53.16162109375,-18.37158203125
0.390625,-1.5068359375,-1.005859375,132.568359375,-39.85595703125,-19.04296875
0.38134765625,-1.51806640625,-1.03125,119.81201171875,-43.0908203125,-19.95849609375
0.2470703125,-1.5263671875,-1.05322265625,121.7041015625,-45.34912109375,-20.44677734375
0.2421875,-1.53515625,-0.96533203125,124.8779296875,-64.5751953125,-21.54541015625
0.2412109375,-1.5419921875,-0.98876953125,142.7001953125,-67.07763671875,-21.97265625
0.2431640625,-1.55126953125,-1.1318359375,144.71435546875,-69.82421875,-22.52197265625
0.244140625,-1.55517578125,-1.16162109375,148.3154296875,-58.2275390625,-23.0712890625
0.37939453125,-1.55859375,-1.18017578125,134.94873046875,-60.97412109375,-23.3154296875
0.388671875,-1.56005859375,-1.0859375,138.48876953125,-80.810546875,-8.36181640625
0.4013671875,-1.56103515625,-1.103515625,156.67724609375,-83.740234375,-8.97216796875
0.40625,-1.55712890625,-1.1181640625,159.24072265625,-70.61767578125,-9.46044921875
0.42041015625,-1.54248046875,-1.26171875,163.14697265625,-74.64599609375,-10.07080078125
0.42578125,-1.53515625,-1.27587890625,150.45166015625,-76.7822265625,-10.3759765625
0.43212890625,-1.52294921875,-1.291015625,154.23583984375,-94.78759765625,-10.986328125
0.31298828125,-1.50732421875,-1.2998046875,172.4853515625,-96.19140625,-11.71875
0.3212890625,-1.36328125,-1.19189453125,176.69677734375,-97.10693359375,-12.20703125
0.32861328125,-1.34716796875,-1.20361328125,179.5654296875,-97.59521484375,-12.451171875
0.3330078125,-1.32861328125,-1.212890625,166.56494140625,-97.71728515625,-13.12255859375
0.33984375,-1.42822265625,-1.21923828125,170.59326171875,-97.0458984375,-13.916015625
0.34521484375,-1.4111328125,-1.21630859375,188.78173828125,-96.19140625,-14.2822265625
0.35791015625,-1.37646484375,-1.2265625,192.87109375,-94.78759765625,-15.0146484375
0.3603515625,-1.2255859375,-1.23046875,179.8095703125,-77.880859375,-15.5029296875
0.36376953125,-1.19580078125,-1.22705078125,182.06787109375,-76.7822265625,-31.79931640625
0.36083984375,-1.2822265625,-1.2294921875,185.60791015625,-74.5849609375,-32.8369140625
0.36083984375,-1.255859375,-1.23193359375,203.2470703125,-73.54736328125,-33.447265625
0.35546875,-1.08935546875,-1.2275390625,206.23779296875,-71.77734375,-34.36279296875
0.3515625,-1.06884765625,-1.22412109375,208.1298828125,-70.98388671875,-34.97314453125
0.33984375,-1.154296875,-1.22021484375,195.3125,-85.0830078125,-35.82763671875
0.33740234375,-1.130859375,-1.2138671875,196.96044921875,-84.41162109375,-36.2548828125
