accX,accY,accZ,gyrX,gyrY,gyrZ
-1.00537109375,0.974609375,0.26025390625,-81.54296875,-163.57421875,-29.1748046875
-1.013671875,0.96728515625,0.26220703125,-82.09228515625,-172.119140625,-27.64892578125
-1.0126953125,0.95751953125,0.26123046875,-83.1298828125,-169.25048828125,-25.81787109375
-1.01904296875,0.95556640625,0.2607421875,-83.6181640625,-193.05419921875,-24.2919921875
-1.02197265625,0.95263671875,0.25341796875,-84.228515625,-185.48583984375,-38.63525390625
-1.01953125,0.95458984375,0.12255859375,-84.89990234375,-197.021484375,-36.7431640625
-1.02783203125,0.96337890625,0.11328125,-85.26611328125,-219.6044921875,-35.64453125
-1.03759765625,0.97705078125,0.099609375,-70.61767578125,-213.9892578125,-33.87451171875
-1.0380859375,0.99462890625,0.0888671875,-71.10595703125,-235.77880859375,-32.8369140625
-1.04443359375,1.14697265625,0.0830078125,-71.96044921875,-228.94287109375,-31.6162109375
-1.0478515625,1.1748046875,0.068359375,-72.509765625,-233.94775390625,-15.19775390625
-1.04736328125,1.07177734375,0.18408203125,-73.18115234375,-254.2724609375,-14.404296875
-1.0439453125,1.1005859375,0.1611328125,-74.27978515625,-245.30029296875,-13.5498046875
-1.0458984375,1.115234375,0.15234375,-75.13427734375,-248.9013671875,-13.18359375
-1.04248046875,1.25732421875,0.13818359375,-76.416015625,-269.4091796875,-12.6953125
-1.03369140625,1.26611328125,0.1279296875,-77.69775390625,-271.91162109375,-12.6953125
-1.03076171875,1.2724609375,-0.00537109375,-94.3603515625,-258.544921875,-12.5732421875
-1.03076171875,1.2783203125,-0.00927734375,-95.947265625,-261.23046875,-12.87841796875
-1.03369140625,1.2724609375,-0.00927734375,-97.0458984375,-262.02392578125,-13.12255859375
-1.033203125,1.26220703125,-0.01904296875,-98.69384765625,-261.90185546875,-13.7939453125
-1.0263671875,1.26123046875,-0.0166015625,-99.7314453125,-261.474609375,-13.916015625
-1.0126953125,1.25146484375,-0.01904296875,-101.5625,-259.6435546875,-14.58740234375
-1.0068359375,1.115234375,-0.0224609375,-87.0361328125,-273.3154296875,-15.19775390625
-0.87451171875,1.103515625,-0.02392578125,-88.37890625,-271.1181640625,-31.73828125
-0.86669921875,1.0849609375,-0.029296875,-90.02685546875,-267.08984375,-33.14208984375
-0.8583984375,1.06689453125,-0.03564453125,-91.552734375,-248.10791015625,-34.11865234375
-0.84228515625,1.17431640625,-0.0458984375,-93.3837890625,-242.5537109375,-36.07177734375
-0.82763671875,1.16796875,-0.05224609375,-110.16845703125,-254.39453125,-37.2314453125
-0.81884765625,1.1591796875,-0.06005859375,-111.6943359375,-250.30517578125,-38.87939453125
-0.9248046875,1.1435546875,0.05419921875,-113.83056640625,-228.33251953125,-25.634765625
-0.92431640625,1.1328125,0.04296875,-115.1123046875,-239.6240234375,-27.28271484375
-0.91064453125,0.99169921875,0.01953125,-102.11181640625,-217.83447265625,-30.1513671875
-0.90478515625,0.98583984375,0.0087890625,-103.82080078125,-213.623046875,-47.8515625
-0.9052734375,0.96826171875,-0.1396484375,-106.38427734375,-222.83935546875,-50.59814453125
-0.89990234375,0.96044921875,-0.15234375,-108.3984375,-218.93310546875,-52.67333984375
-0.8974609375,0.9541015625,-0.16455078125,-125.732421875,-199.40185546875,-54.6875
-0.89501953125,0.9453125,-0.17919921875,-128.72314453125,-209.04541015625,-42.29736328125
-0.89013671875,0.94189453125,-0.0654296875,-130.55419921875,-205.26123046875,-44.43359375
-0.87646484375,0.939453125,-0.0849609375,-118.1640625,-183.4716796875,-62.8662109375
-0.74072265625,0.94287109375,-0.0859375,-120.05615234375,-194.39697265625,-65.12451171875
-0.73095703125,0.94775390625,-0.09521484375,-122.0703125,-189.88037109375,-67.44384765625
-0.7265625,0.96484375,-0.1123046875,-124.69482421875,-167.66357421875,-55.17578125
-0.71728515625,0.97509765625,-0.11865234375,-142.27294921875,-178.16162109375,-57.31201171875
-0.708984375,0.9951171875,-0.25244140625,-144.775390625,-155.09033203125,-60.546875
-0.7099609375,1.1259765625,-0.25732421875,-146.66748046875,-150.08544921875,-78.4912109375
-0.6943359375,1.14013671875,-0.2578125,-133.48388671875,-157.71484375,-81.72607421875
-0.689453125,1.1416015625,-0.2607421875,-134.765625,-136.71875,-83.92333984375
-0.802734375,1.130859375,-0.26171875,-135.7421875,-146.54541015625,-85.8154296875
-0.79345703125,1.14306640625,-0.25927734375,-137.39013671875,-122.37548828125,-73.30322265625
-0.79443359375,1.14453125,-0.123046875,-138.12255859375,-132.01904296875,-75.439453125
-0.77978515625,1.14990234375,-0.11669921875,-138.671875,-107.60498046875,-94.1162109375
-0.765625,1.15087890625,-0.1123046875,-139.09912109375,-117.12646484375,-95.88623046875
-0.76123046875,1.1513671875,-0.1025390625,-138.97705078125,-110.9619140625,-97.71728515625
-0.619140625,1.14599609375,-0.087890625,-138.24462890625,-86.5478515625,-100.4638671875
-0.6015625,1.1357421875,-0.08349609375,-137.451171875,-95.88623046875,-86.5478515625
-0.59228515625,0.99072265625,-0.0654296875,-135.92529296875,-70.9228515625,-89.29443359375
-0.578125,0.9794921875,-0.17724609375,-134.521484375,-80.810546875,-90.9423828125
-0.67578125,0.95654296875,-0.17431640625,-147.8271484375,-56.396484375,-93.6279296875
-0.6591796875,0.93994140625,-0.16552734375,-145.56884765625,-66.22314453125,-110.90087890625
